id,crop_id,market_id,date,min_price,max_price,modal_price,arrival_qty,source,created_at
p8961adfe-1c90-4000-8000-66ae9f09-e71,c0000001-0030-4000-8000-000000000030,m0000001-0019-4000-8000-000000000019,2024-01-01,77.09,102.25,89.67,1732,AGMARKNET,2024-01-01 00:00:00
p3fd475e4-f4b1-4000-8000-719070c2-3f2,c0000001-0032-4000-8000-000000000032,m0000001-0010-4000-8000-000000000010,2024-01-01,65.45,90.69,78.07,2931,AGMARKNET,2024-01-01 00:00:00
p98a1d657-e6d0-4000-8000-3acbbc44-94d,c0000001-0005-4000-8000-000000000005,m0000001-0006-4000-8000-000000000006,2024-01-01,28.28,37.24,32.76,2206,AGMARKNET,2024-01-01 00:00:00
pac39b434-3837-4000-8000-aa01ce1e-49a,c0000001-0003-4000-8000-000000000003,m0000001-0004-4000-8000-000000000004,2024-01-02,38.53,57.15,47.84,2273,AGMARKNET,2024-01-02 00:00:00
p3f4d2ada-4f7f-4000-8000-9d9c90d1-7b3,c0000001-0007-4000-8000-000000000007,m0000001-0015-4000-8000-000000000015,2024-01-02,30.93,43.73,37.33,4839,AGMARKNET,2024-01-02 00:00:00
pc13c4f8d-7e51-4000-8000-0cbfc034-1d2,c0000001-0021-4000-8000-000000000021,m0000001-0007-4000-8000-000000000007,2024-01-02,40.86,55.58,48.22,4418,AGMARKNET,2024-01-02 00:00:00
pe67392be-48e9-4000-8000-48887fd3-d8b,c0000001-0022-4000-8000-000000000022,m0000001-0020-4000-8000-000000000020,2024-01-02,50.31,64.53,57.42,3253,AGMARKNET,2024-01-02 00:00:00
p29e52023-9a9b-4000-8000-1beaef40-6b8,c0000001-0027-4000-8000-000000000027,m0000001-0011-4000-8000-000000000011,2024-01-02,25.48,37.66,31.57,1547,AGMARKNET,2024-01-02 00:00:00
p0d3e55c3-a0e3-4000-8000-3aee7018-f65,c0000001-0027-4000-8000-000000000027,m0000001-0023-4000-8000-000000000023,2024-01-02,38.38,56.54,47.46,3965,AGMARKNET,2024-01-02 00:00:00
p833df829-baa0-4000-8000-9edbe0a4-155,c0000001-0029-4000-8000-000000000029,m0000001-0013-4000-8000-000000000013,2024-01-02,31.18,44.28,37.73,4978,AGMARKNET,2024-01-02 00:00:00
p547ec4c4-c6fc-4000-8000-2b9f7045-e3c,c0000001-0032-4000-8000-000000000032,m0000001-0018-4000-8000-000000000018,2024-01-02,56.17,83.31,69.74,2110,AGMARKNET,2024-01-02 00:00:00
pa49a04f1-a9c2-4000-8000-ef614729-d25,c0000001-0005-4000-8000-000000000005,m0000001-0018-4000-8000-000000000018,2024-01-02,60.83,78.89,69.86,1619,AGMARKNET,2024-01-02 00:00:00
pdbf44c73-ccae-4000-8000-8d16e046-7c0,c0000001-0015-4000-8000-000000000015,m0000001-0018-4000-8000-000000000018,2024-01-02,54.92,69.58,62.25,1199,AGMARKNET,2024-01-02 00:00:00
peb35b8bc-f18a-4000-8000-da9fbf0e-81f,c0000001-0001-4000-8000-000000000001,m0000001-0019-4000-8000-000000000019,2024-01-03,57.41,79.59,68.5,531,AGMARKNET,2024-01-03 00:00:00
p30b5234e-37da-4000-8000-2e66a1b8-455,c0000001-0002-4000-8000-000000000002,m0000001-0007-4000-8000-000000000007,2024-01-03,79.21,108.31,93.76,4105,AGMARKNET,2024-01-03 00:00:00
p72202c8b-0eb9-4000-8000-66c25a90-3f2,c0000001-0006-4000-8000-000000000006,m0000001-0018-4000-8000-000000000018,2024-01-03,72.47,89.41,80.94,363,AGMARKNET,2024-01-03 00:00:00
p6184abaa-9a45-4000-8000-0e669c47-27b,c0000001-0006-4000-8000-000000000006,m0000001-0024-4000-8000-000000000024,2024-01-03,67.56,83.56,75.56,3818,AGMARKNET,2024-01-03 00:00:00
p60a31336-a0e3-4000-8000-339b35e9-2fe,c0000001-0008-4000-8000-000000000008,m0000001-0028-4000-8000-000000000028,2024-01-03,61.15,79.57,70.36,2427,AGMARKNET,2024-01-03 00:00:00
p79869be3-90bc-4000-8000-24b2313c-dc7,c0000001-0010-4000-8000-000000000010,m0000001-0001-4000-8000-000000000001,2024-01-03,38.36,52.48,45.42,3219,AGMARKNET,2024-01-03 00:00:00
pfdce029e-cee7-4000-8000-bc5961ea-29c,c0000001-0010-4000-8000-000000000010,m0000001-0027-4000-8000-000000000027,2024-01-03,25.95,34.85,30.4,2985,AGMARKNET,2024-01-03 00:00:00
pe36b933b-1b1c-4000-8000-982f4905-57c,c0000001-0016-4000-8000-000000000016,m0000001-0011-4000-8000-000000000011,2024-01-03,92.52,121.82,107.17,3619,AGMARKNET,2024-01-03 00:00:00
pa0efab29-d1fe-4000-8000-3f100746-14c,c0000001-0016-4000-8000-000000000016,m0000001-0020-4000-8000-000000000020,2024-01-03,93.08,117.64,105.36,1469,AGMARKNET,2024-01-03 00:00:00
pba8c14ad-cca9-4000-8000-5e9c54a4-29e,c0000001-0017-4000-8000-000000000017,m0000001-0007-4000-8000-000000000007,2024-01-03,84.36,122.8,103.58,2324,AGMARKNET,2024-01-03 00:00:00
pe2892f53-6ef3-4000-8000-b803afa7-0a2,c0000001-0020-4000-8000-000000000020,m0000001-0003-4000-8000-000000000003,2024-01-03,68.48,89.2,78.84,1907,AGMARKNET,2024-01-03 00:00:00
p28b3c1ee-3bec-4000-8000-70d0b1d9-c83,c0000001-0021-4000-8000-000000000021,m0000001-0020-4000-8000-000000000020,2024-01-03,29.06,40.4,34.73,1852,AGMARKNET,2024-01-03 00:00:00
pf34a6407-d25f-4000-8000-a341a85b-4c6,c0000001-0026-4000-8000-000000000026,m0000001-0014-4000-8000-000000000014,2024-01-03,47.84,59.28,53.56,1580,AGMARKNET,2024-01-03 00:00:00
p0a215449-692f-4000-8000-ce2c97f8-2a9,c0000001-0027-4000-8000-000000000027,m0000001-0008-4000-8000-000000000008,2024-01-03,38.17,50.19,44.18,203,AGMARKNET,2024-01-03 00:00:00
pd2159846-aca2-4000-8000-a815fd73-16e,c0000001-0028-4000-8000-000000000028,m0000001-0008-4000-8000-000000000008,2024-01-03,34.32,51.02,42.67,242,AGMARKNET,2024-01-03 00:00:00
p6d0ddfb1-6823-4000-8000-904944bf-a0a,c0000001-0029-4000-8000-000000000029,m0000001-0019-4000-8000-000000000019,2024-01-03,54.25,70.35,62.3,4346,AGMARKNET,2024-01-03 00:00:00
pd4e9cf48-f621-4000-8000-cb683d9a-606,c0000001-0032-4000-8000-000000000032,m0000001-0029-4000-8000-000000000029,2024-01-03,77.66,108.78,93.22,270,AGMARKNET,2024-01-03 00:00:00
p8ba9da94-f664-4000-8000-a40c16ce-c28,c0000001-0034-4000-8000-000000000034,m0000001-0022-4000-8000-000000000022,2024-01-03,40.82,53.78,47.3,2588,AGMARKNET,2024-01-03 00:00:00
p2e3cd2ff-6d10-4000-8000-ddfaf87e-e61,c0000001-0009-4000-8000-000000000009,m0000001-0012-4000-8000-000000000012,2024-01-04,14.43,18.23,16.33,4391,AGMARKNET,2024-01-04 00:00:00
pa7d50bfb-2f75-4000-8000-d8e02cb5-501,c0000001-0017-4000-8000-000000000017,m0000001-0012-4000-8000-000000000012,2024-01-04,133.11,169.67,151.39,2488,AGMARKNET,2024-01-04 00:00:00
p4421c778-eb8b-4000-8000-5814f770-145,c0000001-0023-4000-8000-000000000023,m0000001-0026-4000-8000-000000000026,2024-01-04,33.3,48.52,40.91,2434,AGMARKNET,2024-01-04 00:00:00
p36fd3b55-030d-4000-8000-08252758-25c,c0000001-0026-4000-8000-000000000026,m0000001-0026-4000-8000-000000000026,2024-01-04,28.78,42.22,35.5,2438,AGMARKNET,2024-01-04 00:00:00
pa1b8c281-b952-4000-8000-d73825c1-bbc,c0000001-0030-4000-8000-000000000030,m0000001-0011-4000-8000-000000000011,2024-01-04,55.95,76.09,66.02,2111,AGMARKNET,2024-01-04 00:00:00
pd137df63-c36a-4000-8000-5489b122-2a0,c0000001-0032-4000-8000-000000000032,m0000001-0003-4000-8000-000000000003,2024-01-04,91.61,131.51,111.56,4919,AGMARKNET,2024-01-04 00:00:00
p7d28e699-f87b-4000-8000-bb8dc361-b87,c0000001-0034-4000-8000-000000000034,m0000001-0009-4000-8000-000000000009,2024-01-04,68.37,90.33,79.35,704,AGMARKNET,2024-01-04 00:00:00
p5201f2da-342e-4000-8000-1ef817c9-d58,c0000001-0007-4000-8000-000000000007,m0000001-0013-4000-8000-000000000013,2024-01-05,24.59,33.97,29.28,4652,AGMARKNET,2024-01-05 00:00:00
p2f7ea9f9-a1a7-4000-8000-7aafad81-9ee,c0000001-0007-4000-8000-000000000007,m0000001-0024-4000-8000-000000000024,2024-01-05,46.6,65.7,56.15,274,AGMARKNET,2024-01-05 00:00:00
pfd524586-2425-4000-8000-3f8dd913-a86,c0000001-0009-4000-8000-000000000009,m0000001-0001-4000-8000-000000000001,2024-01-05,37.55,53.05,45.3,3574,AGMARKNET,2024-01-05 00:00:00
pa83c980b-af14-4000-8000-a8521f22-3dd,c0000001-0017-4000-8000-000000000017,m0000001-0013-4000-8000-000000000013,2024-01-05,91.24,136.1,113.67,2494,AGMARKNET,2024-01-05 00:00:00
p5e930f00-b97a-4000-8000-c0d66768-5ae,c0000001-0023-4000-8000-000000000023,m0000001-0002-4000-8000-000000000002,2024-01-05,44.77,57.23,51.0,2415,AGMARKNET,2024-01-05 00:00:00
p72e6870b-62dd-4000-8000-cca84d7a-806,c0000001-0029-4000-8000-000000000029,m0000001-0008-4000-8000-000000000008,2024-01-05,21.78,30.82,26.3,324,AGMARKNET,2024-01-05 00:00:00
pa563bf1c-1143-4000-8000-8ca75954-82d,c0000001-0005-4000-8000-000000000005,m0000001-0021-4000-8000-000000000021,2024-01-05,26.77,40.07,33.42,1362,AGMARKNET,2024-01-05 00:00:00
p41932171-0435-4000-8000-7549cec3-28c,c0000001-0015-4000-8000-000000000015,m0000001-0012-4000-8000-000000000012,2024-01-05,93.29,118.69,105.99,898,AGMARKNET,2024-01-05 00:00:00
pdb6374c5-a42f-4000-8000-fabde3c3-499,c0000001-0003-4000-8000-000000000003,m0000001-0005-4000-8000-000000000005,2024-01-06,35.46,46.7,41.08,378,AGMARKNET,2024-01-06 00:00:00
p3f2d5414-590f-4000-8000-175637d2-42c,c0000001-0003-4000-8000-000000000003,m0000001-0024-4000-8000-000000000024,2024-01-06,15.13,20.41,17.77,974,AGMARKNET,2024-01-06 00:00:00
p93422d05-6f29-4000-8000-7d74bae0-6d3,c0000001-0003-4000-8000-000000000003,m0000001-0030-4000-8000-000000000030,2024-01-06,12.97,18.11,15.54,1264,AGMARKNET,2024-01-06 00:00:00
p820040a6-234e-4000-8000-8807c76a-f8c,c0000001-0007-4000-8000-000000000007,m0000001-0012-4000-8000-000000000012,2024-01-06,24.91,34.09,29.5,1918,AGMARKNET,2024-01-06 00:00:00
p37de29d1-197b-4000-8000-23b589f0-33a,c0000001-0010-4000-8000-000000000010,m0000001-0025-4000-8000-000000000025,2024-01-06,39.44,56.46,47.95,3258,AGMARKNET,2024-01-06 00:00:00
pe0179d7e-2fa7-4000-8000-4e1214f0-719,c0000001-0016-4000-8000-000000000016,m0000001-0011-4000-8000-000000000011,2024-01-06,64.35,93.21,78.78,1526,AGMARKNET,2024-01-06 00:00:00
p8136536d-c794-4000-8000-ce78ccf3-6b8,c0000001-0017-4000-8000-000000000017,m0000001-0010-4000-8000-000000000010,2024-01-06,129.98,175.16,152.57,4190,AGMARKNET,2024-01-06 00:00:00
p93ac331c-07c8-4000-8000-203a4080-73a,c0000001-0021-4000-8000-000000000021,m0000001-0013-4000-8000-000000000013,2024-01-06,17.85,26.57,22.21,4695,AGMARKNET,2024-01-06 00:00:00
p50c5059d-de24-4000-8000-3167980a-726,c0000001-0022-4000-8000-000000000022,m0000001-0009-4000-8000-000000000009,2024-01-06,63.84,87.52,75.68,2807,AGMARKNET,2024-01-06 00:00:00
p079dccbe-9420-4000-8000-0595494c-834,c0000001-0026-4000-8000-000000000026,m0000001-0029-4000-8000-000000000029,2024-01-06,50.7,62.1,56.4,4511,AGMARKNET,2024-01-06 00:00:00
p150f9020-8de8-4000-8000-c6d2d4b4-81c,c0000001-0005-4000-8000-000000000005,m0000001-0002-4000-8000-000000000002,2024-01-06,38.72,51.14,44.93,848,AGMARKNET,2024-01-06 00:00:00
pe175c92c-b7c4-4000-8000-ec664670-a2b,c0000001-0005-4000-8000-000000000005,m0000001-0030-4000-8000-000000000030,2024-01-06,29.91,40.93,35.42,3583,AGMARKNET,2024-01-06 00:00:00
pfd096b23-66dc-4000-8000-dc40e4a6-1ab,c0000001-0034-4000-8000-000000000034,m0000001-0016-4000-8000-000000000016,2024-01-06,27.53,38.91,33.22,3861,AGMARKNET,2024-01-06 00:00:00
p6f912ee4-d13d-4000-8000-d63bcdbd-faa,c0000001-0002-4000-8000-000000000002,m0000001-0028-4000-8000-000000000028,2024-01-07,34.03,47.61,40.82,1616,AGMARKNET,2024-01-07 00:00:00
p51f5f131-dd98-4000-8000-7bec788f-136,c0000001-0003-4000-8000-000000000003,m0000001-0018-4000-8000-000000000018,2024-01-07,24.27,35.45,29.86,2280,AGMARKNET,2024-01-07 00:00:00
p72a9195b-6ee3-4000-8000-5af86811-e9b,c0000001-0006-4000-8000-000000000006,m0000001-0026-4000-8000-000000000026,2024-01-07,61.08,90.52,75.8,3481,AGMARKNET,2024-01-07 00:00:00
p86ccfe61-fe5a-4000-8000-3582df1c-299,c0000001-0007-4000-8000-000000000007,m0000001-0025-4000-8000-000000000025,2024-01-07,34.02,47.78,40.9,2917,AGMARKNET,2024-01-07 00:00:00
p86170f70-b7a8-4000-8000-cfdb3b2d-237,c0000001-0008-4000-8000-000000000008,m0000001-0022-4000-8000-000000000022,2024-01-07,86.08,110.2,98.14,2065,AGMARKNET,2024-01-07 00:00:00
pdc954735-2a31-4000-8000-463ceb68-fc3,c0000001-0009-4000-8000-000000000009,m0000001-0030-4000-8000-000000000030,2024-01-07,25.08,33.06,29.07,1357,AGMARKNET,2024-01-07 00:00:00
p64b3a639-d01a-4000-8000-42197f0c-cad,c0000001-0016-4000-8000-000000000016,m0000001-0018-4000-8000-000000000018,2024-01-07,83.2,108.26,95.73,234,AGMARKNET,2024-01-07 00:00:00
pad7218ad-e197-4000-8000-2e148df1-cbb,c0000001-0021-4000-8000-000000000021,m0000001-0012-4000-8000-000000000012,2024-01-07,29.94,42.5,36.22,4469,AGMARKNET,2024-01-07 00:00:00
pcd29a6e1-2132-4000-8000-d40abdc6-7fa,c0000001-0026-4000-8000-000000000026,m0000001-0003-4000-8000-000000000003,2024-01-07,51.61,68.03,59.82,4485,AGMARKNET,2024-01-07 00:00:00
p0e9d8de7-3970-4000-8000-0560bd53-066,c0000001-0026-4000-8000-000000000026,m0000001-0008-4000-8000-000000000008,2024-01-07,47.04,57.94,52.49,2750,AGMARKNET,2024-01-07 00:00:00
p55d88e63-00fd-4000-8000-6d455165-1c7,c0000001-0026-4000-8000-000000000026,m0000001-0010-4000-8000-000000000010,2024-01-07,20.94,26.56,23.75,3880,AGMARKNET,2024-01-07 00:00:00
pd5157af3-89d4-4000-8000-d4ecd89d-15d,c0000001-0029-4000-8000-000000000029,m0000001-0019-4000-8000-000000000019,2024-01-07,39.2,56.04,47.62,1559,AGMARKNET,2024-01-07 00:00:00
pefd3862f-a82e-4000-8000-e7b94fae-12b,c0000001-0030-4000-8000-000000000030,m0000001-0007-4000-8000-000000000007,2024-01-07,47.13,61.67,54.4,266,AGMARKNET,2024-01-07 00:00:00
p3bd6e1b7-25d4-4000-8000-835ca8af-f3c,c0000001-0032-4000-8000-000000000032,m0000001-0019-4000-8000-000000000019,2024-01-07,62.52,91.68,77.1,3422,AGMARKNET,2024-01-07 00:00:00
pd0b2c39e-c88c-4000-8000-2fadbba8-481,c0000001-0032-4000-8000-000000000032,m0000001-0022-4000-8000-000000000022,2024-01-07,105.77,155.57,130.67,562,AGMARKNET,2024-01-07 00:00:00
p30b731a1-ad8a-4000-8000-252fa0a6-627,c0000001-0032-4000-8000-000000000032,m0000001-0025-4000-8000-000000000025,2024-01-07,68.62,89.9,79.26,3457,AGMARKNET,2024-01-07 00:00:00
p79746867-3ee2-4000-8000-4504aa3d-803,c0000001-0005-4000-8000-000000000005,m0000001-0014-4000-8000-000000000014,2024-01-07,47.53,60.51,54.02,2402,AGMARKNET,2024-01-07 00:00:00
p9ec124d6-e3fc-4000-8000-c2b14391-aa5,c0000001-0031-4000-8000-000000000031,m0000001-0012-4000-8000-000000000012,2024-01-07,46.11,66.73,56.42,2525,AGMARKNET,2024-01-07 00:00:00
pd90934a9-9145-4000-8000-899ab013-244,c0000001-0034-4000-8000-000000000034,m0000001-0001-4000-8000-000000000001,2024-01-07,33.89,44.83,39.36,4878,AGMARKNET,2024-01-07 00:00:00
p47ffc9f6-aff6-4000-8000-1296fcac-2c7,c0000001-0001-4000-8000-000000000001,m0000001-0025-4000-8000-000000000025,2024-01-08,69.36,88.88,79.12,314,AGMARKNET,2024-01-08 00:00:00
p55db8470-27a2-4000-8000-71fcb1f8-272,c0000001-0002-4000-8000-000000000002,m0000001-0001-4000-8000-000000000001,2024-01-08,22.06,32.02,27.04,4330,AGMARKNET,2024-01-08 00:00:00
p455fcc6a-ef08-4000-8000-b2aa0e5c-08e,c0000001-0003-4000-8000-000000000003,m0000001-0023-4000-8000-000000000023,2024-01-08,37.34,50.04,43.69,3818,AGMARKNET,2024-01-08 00:00:00
pdf4417ab-b88e-4000-8000-d696ce6b-069,c0000001-0006-4000-8000-000000000006,m0000001-0020-4000-8000-000000000020,2024-01-08,61.17,78.35,69.76,4103,AGMARKNET,2024-01-08 00:00:00
pe11227f8-0553-4000-8000-f43b6b9f-e13,c0000001-0007-4000-8000-000000000007,m0000001-0002-4000-8000-000000000002,2024-01-08,53.0,66.44,59.72,1682,AGMARKNET,2024-01-08 00:00:00
p0556494f-e66e-4000-8000-0dccd124-d0a,c0000001-0007-4000-8000-000000000007,m0000001-0023-4000-8000-000000000023,2024-01-08,52.77,74.33,63.55,2611,AGMARKNET,2024-01-08 00:00:00
pd0f48e67-2183-4000-8000-3950e848-80e,c0000001-0009-4000-8000-000000000009,m0000001-0029-4000-8000-000000000029,2024-01-08,15.94,23.48,19.71,2897,AGMARKNET,2024-01-08 00:00:00
p2e5ad8da-8681-4000-8000-cafa6921-d0c,c0000001-0010-4000-8000-000000000010,m0000001-0023-4000-8000-000000000023,2024-01-08,49.63,68.25,58.94,2495,AGMARKNET,2024-01-08 00:00:00
peda0499a-5a36-4000-8000-f932a190-624,c0000001-0020-4000-8000-000000000020,m0000001-0026-4000-8000-000000000026,2024-01-08,77.22,109.08,93.15,2268,AGMARKNET,2024-01-08 00:00:00
p8fc46756-774e-4000-8000-790b9042-4ea,c0000001-0021-4000-8000-000000000021,m0000001-0010-4000-8000-000000000010,2024-01-08,27.97,34.33,31.15,3323,AGMARKNET,2024-01-08 00:00:00
p4c0d6a9c-14d9-4000-8000-29a5c374-fca,c0000001-0027-4000-8000-000000000027,m0000001-0024-4000-8000-000000000024,2024-01-08,39.59,54.27,46.93,3032,AGMARKNET,2024-01-08 00:00:00
pd82b9680-fcde-4000-8000-f42daa63-72f,c0000001-0028-4000-8000-000000000028,m0000001-0011-4000-8000-000000000011,2024-01-08,24.72,31.92,28.32,4772,AGMARKNET,2024-01-08 00:00:00
p828bc55f-584b-4000-8000-1e2b50a4-6a8,c0000001-0030-4000-8000-000000000030,m0000001-0010-4000-8000-000000000010,2024-01-08,39.81,59.71,49.76,574,AGMARKNET,2024-01-08 00:00:00
p9277df3b-0f38-4000-8000-6905db5e-0e7,c0000001-0015-4000-8000-000000000015,m0000001-0021-4000-8000-000000000021,2024-01-08,59.58,80.72,70.15,2155,AGMARKNET,2024-01-08 00:00:00
p3ffcb903-36b9-4000-8000-b07c8311-657,c0000001-0015-4000-8000-000000000015,m0000001-0028-4000-8000-000000000028,2024-01-08,90.04,118.98,104.51,4843,AGMARKNET,2024-01-08 00:00:00
p46f04437-990b-4000-8000-9d68caff-eb7,c0000001-0001-4000-8000-000000000001,m0000001-0030-4000-8000-000000000030,2024-01-09,35.52,51.86,43.69,959,AGMARKNET,2024-01-09 00:00:00
p0563f123-dc81-4000-8000-89af6777-fe9,c0000001-0003-4000-8000-000000000003,m0000001-0001-4000-8000-000000000001,2024-01-09,31.9,46.04,38.97,571,AGMARKNET,2024-01-09 00:00:00
pd86d0c18-c5b4-4000-8000-eb2f6688-f91,c0000001-0003-4000-8000-000000000003,m0000001-0011-4000-8000-000000000011,2024-01-09,24.89,35.21,30.05,1860,AGMARKNET,2024-01-09 00:00:00
p4df2a2f1-650c-4000-8000-48fbdc9d-5cc,c0000001-0008-4000-8000-000000000008,m0000001-0001-4000-8000-000000000001,2024-01-09,79.52,101.46,90.49,4881,AGMARKNET,2024-01-09 00:00:00
p77ccb916-0545-4000-8000-e6f64f52-562,c0000001-0008-4000-8000-000000000008,m0000001-0014-4000-8000-000000000014,2024-01-09,52.4,70.76,61.58,1412,AGMARKNET,2024-01-09 00:00:00
p39ba57a1-15c3-4000-8000-b547d498-ff9,c0000001-0020-4000-8000-000000000020,m0000001-0003-4000-8000-000000000003,2024-01-09,81.69,111.67,96.68,1626,AGMARKNET,2024-01-09 00:00:00
p5eb029bc-3bfb-4000-8000-af94830e-af7,c0000001-0021-4000-8000-000000000021,m0000001-0029-4000-8000-000000000029,2024-01-09,40.92,52.2,46.56,1106,AGMARKNET,2024-01-09 00:00:00
pee6edffc-1da6-4000-8000-35f80493-47e,c0000001-0026-4000-8000-000000000026,m0000001-0022-4000-8000-000000000022,2024-01-09,29.15,38.69,33.92,2841,AGMARKNET,2024-01-09 00:00:00
pa3a5138a-d4fe-4000-8000-4e3443b6-248,c0000001-0027-4000-8000-000000000027,m0000001-0023-4000-8000-000000000023,2024-01-09,13.57,17.29,15.43,3353,AGMARKNET,2024-01-09 00:00:00
pff11d969-8427-4000-8000-29e5ff29-2b9,c0000001-0028-4000-8000-000000000028,m0000001-0017-4000-8000-000000000017,2024-01-09,26.55,33.05,29.8,1587,AGMARKNET,2024-01-09 00:00:00
p2448aae8-3261-4000-8000-30779e0f-da9,c0000001-0015-4000-8000-000000000015,m0000001-0008-4000-8000-000000000008,2024-01-09,110.1,153.9,132.0,2737,AGMARKNET,2024-01-09 00:00:00
p3cde4a5d-04a4-4000-8000-16f3a1a3-92e,c0000001-0007-4000-8000-000000000007,m0000001-0005-4000-8000-000000000005,2024-01-10,51.58,74.04,62.81,3457,AGMARKNET,2024-01-10 00:00:00
pf8fffe91-3101-4000-8000-3a824468-171,c0000001-0007-4000-8000-000000000007,m0000001-0018-4000-8000-000000000018,2024-01-10,29.18,35.78,32.48,3736,AGMARKNET,2024-01-10 00:00:00
pf6b54ec0-bba5-4000-8000-1ccc1fad-c71,c0000001-0007-4000-8000-000000000007,m0000001-0030-4000-8000-000000000030,2024-01-10,52.11,64.31,58.21,4015,AGMARKNET,2024-01-10 00:00:00
pc5ba3168-27ce-4000-8000-8eb9ea6e-f1f,c0000001-0008-4000-8000-000000000008,m0000001-0016-4000-8000-000000000016,2024-01-10,43.14,59.54,51.34,1196,AGMARKNET,2024-01-10 00:00:00
p335e0ce2-efc2-4000-8000-5ae66f29-524,c0000001-0010-4000-8000-000000000010,m0000001-0014-4000-8000-000000000014,2024-01-10,42.14,55.2,48.67,2983,AGMARKNET,2024-01-10 00:00:00
p47d19aaf-79f0-4000-8000-aefe5705-22d,c0000001-0016-4000-8000-000000000016,m0000001-0030-4000-8000-000000000030,2024-01-10,78.83,117.51,98.17,4956,AGMARKNET,2024-01-10 00:00:00
p1b5c795c-b579-4000-8000-402cb62a-a42,c0000001-0022-4000-8000-000000000022,m0000001-0010-4000-8000-000000000010,2024-01-10,61.54,80.3,70.92,4768,AGMARKNET,2024-01-10 00:00:00
pf417d3bb-7ba3-4000-8000-1cb0e9a1-63c,c0000001-0022-4000-8000-000000000022,m0000001-0017-4000-8000-000000000017,2024-01-10,53.11,72.45,62.78,2258,AGMARKNET,2024-01-10 00:00:00
pca5752ef-1064-4000-8000-1c6567b0-955,c0000001-0023-4000-8000-000000000023,m0000001-0023-4000-8000-000000000023,2024-01-10,31.94,45.66,38.8,1385,AGMARKNET,2024-01-10 00:00:00
p2b139c3f-5b65-4000-8000-d379773a-c5c,c0000001-0027-4000-8000-000000000027,m0000001-0008-4000-8000-000000000008,2024-01-10,17.56,24.54,21.05,3205,AGMARKNET,2024-01-10 00:00:00
p6e11cd85-35f1-4000-8000-94d019dc-216,c0000001-0028-4000-8000-000000000028,m0000001-0023-4000-8000-000000000023,2024-01-10,44.67,59.31,51.99,1090,AGMARKNET,2024-01-10 00:00:00
p3699b592-e766-4000-8000-93050429-4ff,c0000001-0029-4000-8000-000000000029,m0000001-0007-4000-8000-000000000007,2024-01-10,22.34,33.0,27.67,913,AGMARKNET,2024-01-10 00:00:00
pe9bd0aa5-1e61-4000-8000-11389fad-5bf,c0000001-0030-4000-8000-000000000030,m0000001-0009-4000-8000-000000000009,2024-01-10,75.84,107.7,91.77,3348,AGMARKNET,2024-01-10 00:00:00
p71b6ccec-5e8a-4000-8000-17edbf1b-108,c0000001-0030-4000-8000-000000000030,m0000001-0019-4000-8000-000000000019,2024-01-10,74.43,91.65,83.04,1336,AGMARKNET,2024-01-10 00:00:00
